NaN NaN
-8.904688 53.210236
-8.903854 53.210232
-8.902925 53.210262
-8.902318 53.210278
-8.901828 53.210228
-8.901442 53.210052
-8.900987 53.209785
-8.900346 53.209602
-8.899180 53.209358
-8.898616 53.209141
-8.897538 53.208973
-8.896771 53.208954
-8.896272 53.209049
-8.895690 53.209019
-8.895215 53.208984
-8.800000 53.209030
-8.800000 53.100000
-9.262551 53.100000
-9.262551 53.154224
-9.262217 53.153999
-9.261851 53.153801
-9.261147 53.153614
-9.260242 53.153225
-9.260195 53.153194
-9.259631 53.153111
-9.259279 53.153019
-9.258853 53.152897
-9.258633 53.152615
-9.258290 53.152527
-9.257787 53.152359
-9.257476 53.151981
-9.257047 53.151772
-9.256835 53.151638
-9.256432 53.151535
-9.256072 53.151428
-9.255925 53.151173
-9.255377 53.150940
-9.254360 53.150673
-9.253465 53.150524
-9.252598 53.150482
-9.251989 53.150383
-9.251146 53.150341
-9.250691 53.150307
-9.249427 53.150173
-9.247943 53.150169
-9.246691 53.150372
-9.245056 53.150284
-9.242121 53.149544
-9.240506 53.149010
-9.239353 53.148720
-9.238338 53.148342
-9.237522 53.147888
-9.236983 53.147312
-9.236619 53.146927
-9.235476 53.146053
-9.234696 53.145565
-9.233679 53.144974
-9.232902 53.144558
-9.232126 53.144211
-9.231471 53.143936
-9.229789 53.143581
-9.228827 53.143364
-9.227648 53.143215
-9.226599 53.143040
-9.225706 53.142380
-9.225370 53.141769
-9.225270 53.141533
-9.225121 53.141479
-9.224823 53.141266
-9.224039 53.140900
-9.223078 53.140774
-9.222314 53.140278
-9.221263 53.139870
-9.220414 53.139549
-9.218894 53.139309
-9.217496 53.139305
-9.215028 53.139671
-9.214309 53.139709
-9.213512 53.139534
-9.212811 53.139397
-9.211859 53.139355
-9.211339 53.139153
-9.210622 53.139008
-9.209610 53.138798
-9.208509 53.138729
-9.207468 53.138676
-9.206708 53.138546
-9.204480 53.138405
-9.201258 53.137814
-9.200178 53.137566
-9.199036 53.137295
-9.197200 53.137115
-9.196536 53.137024
-9.195580 53.136894
-9.194618 53.136749
-9.193363 53.136414
-9.192212 53.136166
-9.191283 53.136257
-9.190370 53.135792
-9.189707 53.135551
-9.189000 53.135067
-9.188208 53.135086
-9.186275 53.135704
-9.185952 53.135647
-9.185707 53.135536
-9.185431 53.135437
-9.185063 53.135445
-9.184740 53.135471
-9.183936 53.135681
-9.183333 53.135860
-9.183042 53.135906
-9.182756 53.135941
-9.182392 53.135990
-9.182106 53.136002
-9.181547 53.136120
-9.181211 53.136204
-9.180539 53.136230
-9.179896 53.136215
-9.179302 53.136185
-9.178907 53.136143
-9.178505 53.136082
-9.178298 53.136082
-9.178113 53.136143
-9.177918 53.136234
-9.177476 53.136372
-9.177102 53.136509
-9.177030 53.136574
-9.176926 53.136520
-9.176847 53.136509
-9.176850 53.136536
-9.176983 53.136600
-9.176901 53.136623
-9.176810 53.136589
-9.176662 53.136604
-9.176389 53.136631
-9.176012 53.136589
-9.175573 53.136452
-9.175272 53.136364
-9.174983 53.136375
-9.174726 53.136410
-9.174650 53.136330
-9.174553 53.136230
-9.174334 53.136051
-9.174057 53.135998
-9.173668 53.135910
-9.173112 53.135845
-9.172628 53.135887
-9.172227 53.135925
-9.171906 53.135887
-9.171543 53.135834
-9.171313 53.135773
-9.171050 53.135654
-9.170815 53.135559
-9.170623 53.135571
-9.170306 53.135567
-9.170071 53.135532
-9.169682 53.135429
-9.168954 53.135227
-9.168440 53.135071
-9.167990 53.134937
-9.167202 53.134708
-9.166961 53.134602
-9.166829 53.134434
-9.166641 53.134274
-9.166456 53.134037
-9.166296 53.133823
-9.166193 53.133507
-9.166120 53.133411
-9.166089 53.133373
-9.165973 53.133244
-9.165911 53.133160
-9.165945 53.133057
-9.165989 53.132927
-9.166109 53.133015
-9.166383 53.133217
-9.166790 53.133705
-9.167268 53.134155
-9.169147 53.134621
-9.170712 53.134975
-9.170895 53.135048
-9.171165 53.135151
-9.171537 53.135185
-9.172046 53.135208
-9.172334 53.135082
