nan nan
  17.000389	 43.308306
  17.000000	 43.308694
  16.999972	 43.308750
  16.998778	 43.309972
  16.998722	 43.310833
  16.998333	 43.311250
  16.997472	 43.311250
  16.995806	 43.312944
  16.994944	 43.312889
  16.994194	 43.313722
  16.993333	 43.313722
  16.992861	 43.314194
  16.992917	 43.315806
  16.989972	 43.318750
  16.989194	 43.318722
  16.988278	 43.319583
  16.987500	 43.319611
  16.986667	 43.320417
  16.985806	 43.320389
  16.984972	 43.321250
  16.984167	 43.321250
  16.980389	 43.324972
  16.980417	 43.325778
  16.978750	 43.327472
  16.978694	 43.328333
  16.978306	 43.328750
  16.977528	 43.328750
  16.976611	 43.329556
  16.975833	 43.329583
  16.975000	 43.330389
  16.974139	 43.330417
  16.971167	 43.333333
  16.971194	 43.334167
  16.968306	 43.337083
  16.967472	 43.337111
  16.965778	 43.338722
  16.965000	 43.338750
  16.964083	 43.339556
  16.962444	 43.339583
  16.960389	 43.341694
  16.960417	 43.342472
  16.959972	 43.342889
  16.959194	 43.342917
  16.958278	 43.343722
  16.957500	 43.343722
  16.955361	 43.345833
  16.955389	 43.346639
  16.954944	 43.347083
  16.954139	 43.347111
  16.951194	 43.349972
  16.951222	 43.353333
  16.949556	 43.354972
  16.949583	 43.355833
  16.948750	 43.356639
  16.948694	 43.357500
  16.947917	 43.358306
  16.947889	 43.359167
  16.947500	 43.359583
  16.946639	 43.359583
  16.945806	 43.360389
  16.944944	 43.360417
  16.944111	 43.361222
  16.942444	 43.361250
  16.941611	 43.362083
  16.939111	 43.362056
  16.938278	 43.362861
  16.937500	 43.362889
  16.936667	 43.363750
  16.935806	 43.363722
  16.935417	 43.364111
  16.935444	 43.364972
  16.933306	 43.367083
  16.932444	 43.367083
  16.931611	 43.367917
  16.929194	 43.367889
  16.928278	 43.368694
  16.926639	 43.368722
  16.925806	 43.369556
  16.923278	 43.369583
  16.922917	 43.370000
  16.922889	 43.371639
  16.923694	 43.372500
  16.922861	 43.373306
  16.922889	 43.374167
  16.922417	 43.374583
  16.921639	 43.374583
  16.919972	 43.376222
  16.919111	 43.376222
  16.918278	 43.377056
  16.917500	 43.377056
  16.916639	 43.377944
  16.915778	 43.377944
  16.912444	 43.381250
  16.910806	 43.381222
  16.909972	 43.382056
  16.908306	 43.382083
  16.907472	 43.382889
  16.905750	 43.382917
  16.905000	 43.383722
  16.904139	 43.383750
  16.901639	 43.386250
  16.900833	 43.386250
  16.899083	 43.387889
  16.898306	 43.387889
  16.897472	 43.388722
  16.895833	 43.388750
  16.892472	 43.392056
  16.891611	 43.392083
  16.888722	 43.394972
  16.888694	 43.396639
  16.887861	 43.397500
  16.887889	 43.398306
  16.886667	 43.399583
  16.875861	 43.399583
  16.874972	 43.398750
  16.873306	 43.398722
  16.872500	 43.397889
  16.870861	 43.397917
  16.869972	 43.397056
  16.869139	 43.397917
  16.864972	 43.397889
  16.864139	 43.398750
  16.863361	 43.398722
  16.862444	 43.399583
  16.859944	 43.399556
  16.859167	 43.400389
  16.855806	 43.400389
  16.854972	 43.401250
  16.820861	 43.401222
  16.819944	 43.402028
  16.816639	 43.402083
  16.814972	 43.403778
  16.809167	 43.403750
  16.808333	 43.404556
  16.804972	 43.404556
  16.804139	 43.403778
  16.799139	 43.403750
  16.797444	 43.405417
  16.795806	 43.405389
  16.795000	 43.404611
  16.790833	 43.404556
  16.790000	 43.405417
  16.788278	 43.405389
  16.787444	 43.406278
  16.785806	 43.406250
  16.784944	 43.407056
  16.784167	 43.407056
  16.783278	 43.406222
  16.777472	 43.406250
  16.776583	 43.405417
  16.774944	 43.405444
  16.773278	 43.407056
  16.771639	 43.407083
  16.770778	 43.407889
  16.769139	 43.407917
  16.768306	 43.408750
  16.757472	 43.408722
  16.756667	 43.407889
  16.753306	 43.407889
  16.752500	 43.407028
  16.749972	 43.407083
  16.749139	 43.407889
  16.747500	 43.407917
  16.746667	 43.408722
  16.744139	 43.408722
  16.742472	 43.410389
  16.739972	 43.410444
  16.739111	 43.411250
  16.735833	 43.411250
  16.735000	 43.412056
  16.733250	 43.412083
  16.732500	 43.412889
  16.724111	 43.412917
  16.722889	 43.414167
  16.722917	 43.414972
  16.721611	 43.416250
  16.715806	 43.416222
  16.715417	 43.416639
  16.715389	 43.417500
  16.714167	 43.418722
  16.713306	 43.418722
  16.712444	 43.419611
  16.710806	 43.419556
  16.707056	 43.423333
  16.707028	 43.425000
  16.706278	 43.425806
  16.706250	 43.427472
  16.705417	 43.428333
  16.705361	 43.430000
  16.702944	 43.432500
  16.702889	 43.434139
