nan nan
  15.090778	 44.516250
  14.986667	 44.573722
  14.887917	 44.715833
  14.880361	 44.844111
  14.925389	 44.955778
  14.846222	 45.113278
  14.742472	 45.137056
  14.612472	 45.216250
  14.609111	 45.232917
  14.572028	 45.248333
  14.558750	 45.272472
  14.581278	 45.279972
  14.559111	 45.296250
  14.537917	 45.304972
  14.560361	 45.283333
  14.541611	 45.277083
  14.449972	 45.328750
  14.438722	 45.324972
  14.329139	 45.355361
  14.282917	 45.305028
  14.226222	 45.137528
  14.207500	 45.114583
  14.172000	 45.134167
  14.197861	 45.104167
  14.165833	 45.071250
  14.152889	 45.078278
  14.163306	 45.039556
  14.142861	 45.052500
  14.171250	 44.980028
  14.149111	 44.957917
  14.110000	 44.972917
  14.065000	 44.946222
  14.074972	 44.972944
  14.100389	 44.974972
  14.078306	 45.005389
  14.053778	 45.003306
  14.045778	 45.042861
  14.037833	 45.001639
  14.070833	 44.994556
  14.077944	 44.977472
  14.054111	 44.948750
  14.032944	 44.953333
  14.051222	 44.938333
  14.020806	 44.899528
  13.981250	 44.899167
  14.007861	 44.884972
  13.974556	 44.817472
  14.005361	 44.805833
  13.930833	 44.811250
  13.928361	 44.802028
  13.922500	 44.823750
  13.883333	 44.822056
  13.923778	 44.802500
  13.912083	 44.774944
  13.927056	 44.768333
  13.905000	 44.767056
  13.900806	 44.807083
  13.872444	 44.802861
  13.873361	 44.818750
  13.845389	 44.823278
  13.862111	 44.826639
  13.842833	 44.830000
  13.848333	 44.844583
  13.832472	 44.830417
  13.835000	 44.848722
  13.796167	 44.860861
  13.792500	 44.875389
  13.835806	 44.863722
  13.845389	 44.880000
  13.816639	 44.874556
  13.792861	 44.888306
  13.810389	 44.910778
  13.760389	 44.980861
  13.684028	 45.020389
  13.665694	 45.057056
  13.621889	 45.060806
  13.633556	 45.093306
  13.600278	 45.114167
  13.617361	 45.127917
  13.722722	 45.132472
  13.602333	 45.128778
  13.591111	 45.138306
  13.603583	 45.156694
  13.581944	 45.175861
  13.597722	 45.178333
  13.571972	 45.196639
  13.591972	 45.202500
  13.579389	 45.213389
  13.592778	 45.244167
  13.566972	 45.263361
  13.575694	 45.277917
  13.598639	 45.275861
  13.563611	 45.297556
  13.608611	 45.312500
  13.589861	 45.313750
  13.595694	 45.323722
  13.554861	 45.313778
  13.533667	 45.328361
  13.533667	 45.353361
  13.551944	 45.358333
  13.490333	 45.485861
  13.510667	 45.506250
  13.588167	 45.482083
  13.590278	 45.512500
  13.566528	 45.515417
  13.560750	 45.532083
  13.753194	 45.545444
  13.739889	 45.572944
  13.701917	 45.592528
  13.730667	 45.612917
  13.780722	 45.599583
  13.804417	 45.615028
  13.780694	 45.612944
  13.773194	 45.635444
  13.739833	 45.640444
  13.763611	 45.655861
  13.746139	 45.682528
  13.669028	 45.739611
  13.544028	 45.794556
